Dept,Course,Last Name,Term,Year,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Course Workload,I would recommend this course,I attended class,Inspired to learn subject matter,Number Invited,Number of Survey Responses,Course Code
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5SLEC0112,Eaton,Winter,2023,36,42,46,4,43,41,32,35,,29,24,17,ISP100H5
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5SLEC0119,Seeley,Winter,2023,36,41,48,44,43,41,28,39,,35,22,8,ISP100H5
UMPHL,Knowledge and Reality PHL103H5FLEC0101,Nagel,Fall,2022,36,38,36,33,33,31,33,29,,3,187,45,PHL103H5
UMVIS,Introduction to Art History FAH101H5FLEC0101,Caskey,Fall,2022,36,38,39,36,38,34,32,33,,34,253,35,FAH101H5
UMMGT,Mergers and Acquisitions MGT434H5FLEC0102,Tombak,Fall,2022,36,36,4,39,38,34,32,34,,35,46,25,MGT434H5
UMMGT,Mergers and Acquisitions MGT434H5FLEC0102,Yung,Fall,2022,36,36,4,39,38,34,32,34,,35,46,25,MGT434H5
ISUP,LAUNCH Sci Math Psychology UTM102H5FLEC0104,Danahy,Fall,2022,36,42,38,34,38,4,14,38,,3,10,5,UTM102H5
ISUP,LAUNCH Sci Math Psychology UTM102H5FLEC0105,Danahy,Fall,2022,36,39,47,43,44,46,11,48,,41,22,11,UTM102H5
MCS,Probability and Statistics I STA256H5FLEC0101,Aghababaei Jazi,Fall,2022,36,34,32,34,32,27,36,24,,28,144,25,STA256H5
UMECO,Principles of Microeconomics ECO101H5FLEC0102,Bailey,Fall,2022,36,34,27,33,32,25,36,27,,32,63,18,ECO101H5
MCS,Regression Analysis STA302H5FLEC0102,Nosedal Sanchez,Fall,2022,36,33,37,34,34,32,31,33,,36,78,9,STA302H5
CHMPS,Techniqes in Biologl Chem I CHM372H5FPRA0105,Prosser,Fall,2022,36,34,24,39,37,28,33,28,,33,27,9,CHM372H5
UMSOC,The Logic of Social Inquiry SOC221H5FLEC0101,Korteweg,Fall,2022,36,38,47,42,39,39,32,36,,33,77,17,SOC221H5
UMBIO,Topics  Ecology and Evolution BIO406H5FLEC0101,Gwynne,Fall,2022,36,34,3,24,3,28,28,28,,3,22,5,BIO406H5
UMVIS,Topics in Visual Culture VCC390H5FLEC0101,Drosos,Fall,2022,36,39,42,39,38,37,31,34,,29,46,11,VCC390H5
UMPHL,Persons and Value PHL113H5SLEC9101,Clark,Winter,2022,36,37,4,36,36,32,33,31,,3,234,43,PHL113H5
UMSOC,Law and Social Control SOC211H5SLEC9101,Hunter,Winter,2022,36,37,35,35,35,3,35,28,,32,138,37,SOC211H5
MCS,Linear Algebra I MAT223H5SLEC9103,Burazin,Winter,2022,36,33,41,33,31,28,42,27,,28,97,18,MAT223H5
MCS,Intro to Mathem Proofs MAT102H5SLEC9102,Askaripour,Winter,2022,36,35,41,37,32,3,4,27,,31,65,17,MAT102H5
UMSOC,Intro to Crim Law  Society SOC109H5SLEC9101,Haag,Winter,2022,36,39,4,36,37,34,3,36,,36,407,78,SOC109H5
CHMPS,Introductory Physics II PHY137H5SLEC6101,Ghobriel,Winter,2022,36,38,41,37,38,33,35,28,,29,146,48,PHY137H5
UMSOC,Politics Violence Spot Diff SOC351H5SLEC9101,Super,Winter,2022,36,38,42,4,39,37,38,33,,39,35,13,SOC351H5
ICC,Popular Culture and Society CCT310H5SLEC9101,Maharajh,Winter,2022,36,38,4,37,39,36,35,35,,39,38,14,CCT310H5
UMPHL,Philosophy of Religion PHL235H5SLEC9101,Sepielli,Winter,2022,36,37,43,38,39,34,31,37,,39,37,12,PHL235H5
CHMPS,Planet Earth ERS101H5SLEC6101,Lui,Winter,2022,36,37,37,39,38,33,29,36,,31,212,44,ERS101H5
UMPSY,The Science of Wellbeing PSY324H5SLEC9101,Schimmack,Winter,2022,36,41,4,29,31,31,29,37,,34,56,8,PSY324H5
ICC,Speculative Design II DEM CCT361H5SLEC0101,Nixon,Winter,2022,36,39,36,39,37,3,42,27,,29,33,10,CCT361H5
ICC,Speculative Design II DEM CCT361H5SLEC9101,Nixon,Winter,2022,36,36,38,35,36,31,44,26,,31,67,8,CCT361H5
UMGGR,Trade  Globalization GGR365H5SLEC9101,Desrochers,Winter,2022,36,4,35,4,4,34,34,38,,38,55,8,GGR365H5
UMVIS,Topics in VCC VCC292H5SLEC0101,McDonald,Winter,2022,36,37,41,39,39,36,27,34,,37,17,7,VCC292H5
UMPOL,Canadian Government POL215H5FLEC0201,Pond,Fall,2021,36,39,39,39,41,34,28,39,,38,47,9,POL215H5
ICC,Char Narrator Psychic Space WRI483H5FLEC9101,Currie,Fall,2021,36,36,36,36,44,36,46,34,,34,24,5,WRI483H5
ANTRL,Forensic Identification FSC300H5FLEC9101,Knaap,Fall,2021,36,42,38,43,42,36,26,37,,35,59,19,FSC300H5
UMMGT,Fin Acct Theo Pol 11 MGT322H5FLEC9101,Thomas,Fall,2021,36,4,36,42,42,3,38,26,,34,13,6,MGT322H5
ICC,Contemporary Communic Tech CCT109H5FLEC9102,Coleman,Fall,2021,36,38,38,38,39,34,32,32,,33,372,78,CCT109H5
ENGDR,Creative Writing Prose ENG374H5FLEC9102,Greene,Fall,2021,36,34,46,42,4,34,28,38,,36,16,5,ENG374H5
MCS,Differential Calculus MAT135H5FLEC9109,Kudriashov,Fall,2021,36,38,32,38,4,32,33,35,,34,126,31,MAT135H5
ICC,Devlp Manag Comm Campgns Proj CCT302H5FLEC9101,Roberts,Fall,2021,36,39,39,38,39,34,31,36,,35,147,15,CCT302H5
UMMGT,Prin of Marketing MGT252H5FLEC9101,Parhar,Fall,2021,36,37,39,39,41,34,24,42,,36,57,14,MGT252H5
UMGGR,Physical Geography GGR112H5FLEC9101,Porter,Fall,2021,36,38,35,37,36,33,34,32,,32,154,30,GGR112H5
ICC,Technology and the City CCT335H5FLEC9101,Smit,Fall,2021,36,39,41,39,4,39,31,34,,34,66,11,CCT335H5
UMSOC,The Logic of Social Inquiry SOC221H5FLEC9201,Baker,Fall,2021,36,42,45,41,41,37,36,35,,36,113,23,SOC221H5
MCS,Intro to Comp Prog CSC108H5FLEC9107,Allin,Fall,2021,36,37,4,33,34,32,35,32,,32,141,37,CSC108H5
MCS,Linear Algebra I MAT223H5FLEC9102,Rennet,Fall,2021,36,36,39,36,33,35,37,33,,33,93,27,MAT223H5
ANTRL,Intro to the Practice of Arch ANT200H5FLEC9101,Xie,Fall,2021,36,38,38,36,38,35,35,33,,32,124,34,ANT200H5
UMVIS,Introduction to Art History FAH101H5FLEC9101,Levy,Fall,2021,36,38,33,32,36,28,39,24,,32,238,48,FAH101H5
ANTRL,The Biology of Human Sexuality ANT331H5FLEC9101,Bolt,Summer,2021,36,39,37,37,36,34,31,33,,34,45,7,ANT331H5
ICC,Integrative Design Project CCT404H5FLEC9101,Smit,Summer,2021,36,36,43,39,4,38,3,38,,39,49,8,CCT404H5
UMGGR,Landforms GGR316H5FLEC9101,Passmore,Summer,2021,36,37,37,37,4,34,31,34,,33,32,7,GGR316H5
FGI,Morphological Patterns in Lang LIN231H5FLEC9101,Godfrey,Summer,2021,36,36,39,38,38,31,34,32,,33,44,10,LIN231H5
ICC,Communicating In  Betwn Org CCT303H5FLEC9101,Thung,Summer,2021,36,39,41,41,41,37,34,41,,36,57,7,CCT303H5
ICC,Digital Marketing I DEM CCT221H5FLEC9101,Roberts,Summer,2021,36,38,39,31,3,33,33,33,,34,40,8,CCT221H5
ICC,Crit Reading Listening WRI340H5FLEC9101,Dittrich,Summer,2021,36,36,46,36,39,36,27,36,,32,18,10,WRI340H5
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5FLEC9101,Garbati,Fall,2021,36,38,48,4,4,38,27,43,,32,25,12,ISP100H5
HISCL,What is Canada HIS262H5FLEC9101,Akladios,Fall,2021,36,4,32,33,39,33,31,37,,37,31,10,HIS262H5
ISUP,utmONE Comm Among Cultures UTM115H5FLEC0101,Taylor,Fall,2021,36,37,41,39,43,35,26,38,,35,27,11,UTM115H5
ANTRL,ANT of global intervention ANT209H5SLEC9101,Bozcali,Winter,2021,36,4,43,42,42,4,29,41,,35,70,26,ANT209H5
HISCL,Themes in Medieval History HIS221H5SLEC9101,Menendez,Summer,2021,36,39,4,39,39,36,34,35,,31,39,11,HIS221H5
ANTRL,Prec Indig Hist of East NA ANT317H5SLEC9101,Braun,Summer,2021,36,39,38,35,36,36,29,38,,36,34,8,ANT317H5
ICC,Rhetoric and Media CCT110H5SLEC9101,Peden,Summer,2021,36,4,4,38,38,34,33,34,,37,171,34,CCT110H5
HISCL,Latin  Greek in Sci Term CLA201H5SLEC9101,Easton,Summer,2021,36,4,4,41,41,36,31,36,,32,88,21,CLA201H5
MCS,Linear Algebra II MAT224H5YLEC9101,Mousavidehshikh,Summer,2021,36,38,38,37,39,34,32,32,,3,79,19,MAT224H5
MCS,Integral Calculus MAT136H5YLEC9103,Burazin,Summer,2021,36,39,46,35,35,38,33,35,,3,79,15,MAT136H5
CHMPS,Intro Organic Chemistry II CHM243H5YLEC9101,Hassan,Summer,2021,36,35,38,37,34,31,42,25,,28,86,27,CHM243H5
UMSOC,Intro to Crim Law  Society SOC109H5FLEC0101,Haag,Summer,2024,36,39,39,36,38,33,31,34,,34,122,27,SOC109H5
UMSOC,Intro to Crim Law  Society SOC109H5FLEC0101,Richer,Summer,2024,36,39,41,36,38,33,31,34,,34,122,27,SOC109H5
UMSOC,Introduction to Sociology SOC100H5FLEC0101,Baker,Summer,2024,36,38,39,39,39,36,30,34,,34,275,50,SOC100H5
UMSOC,Introduction to Sociology SOC100H5FLEC0101,Innocente,Summer,2024,36,38,40,39,39,36,30,34,,34,275,50,SOC100H5
UMGGR,Spatial Data Science I GGR276H5FLEC0101,Robinson,Summer,2024,36,38,41,34,37,38,33,29,,31,43,10,GGR276H5
UMPSY,Quant Res in Psychology I PSY201H5FLEC0101,Stollstorff,Summer,2024,36,38,30,35,38,30,30,33,,31,88,30,PSY201H5
UMPSY,Quant Res in Psychology II PSY202H5SLEC0101,Stollstorff,Summer,2024,36,4,32,36,39,3,32,28,,28,29,13,PSY202H5
HISCL,Introduction to Islam RLG204H5SLEC9999,Virani,Summer,2024,36,39,39,38,38,37,34,35,,38,203,28,RLG204H5
MCS,Intro Probability  Modelling STA107H5SLEC0101,Ataei,Summer,2024,36,38,34,34,35,32,29,33,,34,109,28,STA107H5
ISUP,Writing for Univer  Beyond ISP100H5SLEC0107,Suraweera,Summer,2024,36,41,45,4,41,39,29,36,,29,20,14,ISP100H5
UMMGT,Coding for Business MGT201H5SPRA0102,Yung,Winter,2024,36,36,38,36,36,32,31,33,,32,37,28,MGT201H5
MCS,Cal Lin Alg Commerce MAT133Y5YLEC0104,Yusun,Winter,2024,36,37,45,33,32,3,38,28,,29,116,37,MAT133Y5
UMBIO,Biomechanics BIO325H5SPRA0101,Ionescu,Winter,2024,36,39,19,37,29,24,31,3,,26,22,7,BIO325H5
UMSOC,Crime Prevention and Security SOC316H5SLEC0101,Bryan,Winter,2024,36,39,37,38,35,34,32,33,,32,58,15,SOC316H5
ICC,Creative NonFiction WRI173H5SLEC0102,Dittrich,Winter,2024,36,38,43,34,35,34,28,39,,3,34,16,WRI173H5
UMGGR,Contaminants in Environment GGR383H5SLEC0101,Lehnherr,Winter,2024,36,37,41,39,35,34,33,3,,33,45,10,GGR383H5
FGI,Futr Actv Lrn Clssrm Art Intel EDS285H5SLEC0101,Alexander,Winter,2024,36,39,44,42,43,41,27,43,,36,67,18,EDS285H5
ENGDR,Effective Writing ENG100H5SLEC0103,Laughlin,Winter,2024,36,39,43,37,37,37,25,36,,33,77,22,ENG100H5
UMGGR,Exploring Urban Neighbourhoods GGR362H5SPRA0101,Leydon,Winter,2024,36,4,4,4,41,39,34,39,,39,42,8,GGR362H5
MCS,Integral Calculus Life Sci MAT134H5SLEC0103,Fuchs,Winter,2024,36,35,36,36,33,29,4,24,,24,110,54,MAT134H5
FGI,Intro Gen Lin Wrd Snt Str Mea LIN102H5SLEC0101,Atkinson,Winter,2024,36,37,37,36,37,33,31,29,,32,237,99,LIN102H5
MCS,Intro Probability  Modelling STA107H5SLEC0102,Aslemand,Winter,2024,36,38,35,34,35,32,27,35,,33,153,66,STA107H5
ENGDR,Intro to World Literatures ENG105H5SLEC0101,Thomas,Winter,2024,36,39,41,37,39,36,32,35,,3,82,27,ENG105H5
MCS,Intro to Mathem Proofs MAT102H5SLEC0101,Tvalavadze,Winter,2024,36,36,38,35,35,32,37,28,,31,118,39,MAT102H5
UMPHL,Minds and Machines PHL240H5SLEC0101,Raffman,Winter,2024,36,38,33,36,37,31,28,33,,31,57,11,PHL240H5
FGI,Problem into Prototype EDS345H5SLEC0101,Alexander,Winter,2024,36,42,43,39,41,38,31,4,,37,65,12,EDS345H5
UMECO,Principles of Macroeconomics ECO102H5SLEC0101,Bailey,Winter,2024,36,35,31,32,33,3,32,31,,32,174,72,ECO102H5
UMECO,Principles of Macroeconomics ECO102H5SLEC0102,Bailey,Winter,2024,36,35,32,34,35,31,31,3,,33,197,69,ECO102H5
UMMGT,Psychology at Work MGT262H5SLEC0102,Chiuzi,Winter,2024,36,41,44,39,4,35,29,36,,36,60,17,MGT262H5
ISUP,utmONE Science of Learning UTM118H5SLEC0101,Ibrahim,Winter,2024,36,38,46,37,37,39,26,39,,31,52,9,UTM118H5
ISUP,utmONE Science of Learning UTM118H5SLEC0301,Ibrahim,Winter,2024,36,35,44,36,36,35,32,38,,3,51,13,UTM118H5
ISUP,Writing for Univer  Beyond ISP100H5SLEC0135,Kang,Winter,2024,36,38,42,38,4,36,34,38,,34,24,5,ISP100H5
ISUP,Writing for Univer  Beyond ISP100H5SLEC0137,Tekin,Winter,2024,36,38,48,42,41,36,27,36,,29,21,14,ISP100H5
ISUP,Writing for Univer  Beyond ISP100H5SLEC0147,SanchezNunez de Villavicencio,Winter,2024,36,4,48,42,43,38,29,35,,32,25,12,ISP100H5
ENGDR,The Audience and the Theatre DRE358H5SLEC0101,Revermann,Winter,2024,36,38,36,39,4,32,32,33,,35,30,20,DRE358H5
ICC,Sound as Media CCT371H5SLEC0101,Dittrich,Winter,2024,36,38,42,38,39,35,31,32,,34,38,19,CCT371H5
MCS,Differential Calculus Life Sci MAT132H5FLEC0103,Khatchatourian,Fall,2023,36,31,39,32,31,27,4,24,,23,135,75,MAT132H5
MCS,Differential Calculus Life Sci MAT132H5FLEC0105,Fuchs,Fall,2023,36,34,37,34,35,3,39,28,,27,117,77,MAT132H5
ICC,Design Thinking I CCT204H5FLEC0201,Sabie,Fall,2023,36,35,38,34,34,32,34,31,,35,66,22,CCT204H5
ICC,Creative NonFiction WRI173H5FLEC0102,Currie,Fall,2023,36,39,35,38,36,34,37,32,,37,34,19,WRI173H5
MCS,Algorithm Design and Analysis CSC373H5FLEC0102,Mahmoud,Fall,2023,36,29,3,29,29,25,39,26,,23,77,17,CSC373H5
HISCL,Int to Women Pub Pol  Law WGS215H5FLEC0101,TahmasebiBirgani,Fall,2023,36,35,36,32,34,33,31,33,,33,34,16,WGS215H5
FGI,IntermLangPracticeWrit French FRE282H5FLEC0101,Ayouti,Fall,2023,36,4,45,4,4,36,25,37,,36,28,21,FRE282H5
MCS,Integral Calculus MAT136H5FLEC0102,Pawliuk,Fall,2023,36,36,41,36,37,33,35,3,,29,140,52,MAT136H5
MCS,Differential Calculus MAT135H5FLEC0107,Kirusheva,Fall,2023,36,38,35,36,37,33,31,37,,32,80,38,MAT135H5
MCS,Differential Equations I MAT244H5FLEC0101,Aslani,Fall,2023,36,35,36,35,37,31,3,33,,33,120,43,MAT244H5
UMGGR,Economic Geography GGR209H5FLEC0101,Desrochers,Fall,2023,36,35,36,37,38,33,32,31,,32,82,16,GGR209H5
ENGDR,Effective Writing ENG100H5FLEC0103,Stafford,Fall,2023,36,39,45,4,4,37,28,41,,35,93,57,ENG100H5
UMGGR,Environmental Assessment ENV393H5FLEC0101,Mudliar,Fall,2023,36,39,44,45,44,37,25,4,,41,42,11,ENV393H5
UMGGR,Environmental Management ENV201H5FLEC0101,Conway,Fall,2023,36,4,4,36,37,33,31,35,,33,172,47,ENV201H5
UMMGT,Financial Market Trading MGT435H5FPRA0101,Park,Fall,2023,36,39,42,34,32,34,34,31,,33,16,9,MGT435H5
UMGGR,Physical Geography GGR112H5FLEC0101,Porter,Fall,2023,36,39,34,35,38,3,34,3,,34,125,37,GGR112H5
MCS,Regression Analysis STA302H5FLEC0101,Nosedal Sanchez,Fall,2023,36,39,39,34,34,32,32,31,,3,88,28,STA302H5
ICC,Prototyping Digital Games CCT382H5FLEC0101,Nixon,Fall,2023,36,39,4,34,32,33,38,36,,34,29,9,CCT382H5
MCS,Software Design CSC207H5FLEC0102,Allin,Fall,2023,36,39,39,38,38,35,33,37,,36,157,37,CSC207H5
MCS,The Practice of Statistics I STA220H5FLEC0101,Aslemand,Fall,2023,36,39,43,41,41,37,28,36,,31,152,46,STA220H5
MCS,Operating Systems CSC369H5FLEC0101,Rosenbloom,Fall,2023,36,37,31,39,39,3,41,29,,29,75,17,CSC369H5
MCS,Partial Diff Equatns MAT311H5FLEC0101,Fleming,Fall,2023,36,36,36,38,38,33,33,32,,34,81,23,MAT311H5
UMGGR,Natural Hazards JGE378H5FLEC9999,Maddalena,Fall,2023,36,38,41,38,38,36,31,37,,35,286,53,JGE378H5
UMPHL,Mod Symbolic Logic PHL245H5FLEC0101,Fletcher,Fall,2023,36,37,37,37,39,32,31,31,,31,160,36,PHL245H5
UMPSY,Language Development JLP315H5FLEC0101,Atkinson,Fall,2023,36,4,42,37,38,34,3,34,,33,32,25,JLP315H5
FGI,Language  Culture JAL351H5FLEC0101,Sidnell,Fall,2023,36,4,4,44,42,34,34,3,,38,15,5,JAL351H5
UMMGT,Investments MGT330H5FLEC0101,Tome,Fall,2023,36,36,35,34,35,32,3,32,,33,52,12,MGT330H5
HISCL,Intro to Greek History CLA230H5FLEC0101,Cleverley,Fall,2023,36,42,4,41,39,36,32,34,,36,56,19,CLA230H5
UMSOC,Intro to Indigenous Studies SOC228H5FLEC0101,Gray,Fall,2023,36,39,39,31,34,3,33,3,,33,58,22,SOC228H5
HISCL,Intro to African History HIS295H5FLEC0101,Kamau,Fall,2023,36,39,35,38,41,33,34,34,,37,36,16,HIS295H5
HISCL,Intro to Classical Civilizatn CLA101H5FLEC0101,Bendlin,Fall,2023,36,4,4,33,36,34,3,33,,29,119,52,CLA101H5
HISCL,Intro to Classical Civilizatn CLA101H5FLEC0101,Chrubasik,Fall,2023,36,4,44,33,36,34,3,33,,29,119,52,CLA101H5
HISCL,Intro to Classical Civilizatn CLA101H5FLEC0101,Revermann,Fall,2023,36,4,38,33,36,34,3,33,,29,119,52,CLA101H5
UMGGR,Spatial Data Science I GGR276H5FLEC0101,Zhou,Summer,2023,36,4,38,41,4,35,31,35,,36,44,21,GGR276H5
ICC,Char Narrator Psychic Space WRI483H5FLEC0101,Currie,Summer,2023,36,42,34,36,36,32,44,32,,32,10,5,WRI483H5
ANTRL,WN Sleep evo perf 21st cent ANT402H5FLEC0101,McKinnon,Fall,2023,36,4,4,36,34,34,36,34,,36,22,5,ANT402H5
ICC,Web Development and Design I CCT260H5FPRA0102,Papagiannis,Fall,2023,36,37,39,37,41,38,3,37,,36,34,7,CCT260H5
ISUP,utmONE Science of Learning UTM118H5FLEC0101,Ibrahim,Fall,2023,36,37,44,36,39,36,28,36,,35,50,19,UTM118H5
ISUP,Writing for Univer  Beyond ISP100H5FLEC0136,Kampherm,Fall,2023,36,39,44,41,43,35,29,35,,32,24,19,ISP100H5
ISUP,Writing for Univer  Beyond ISP100H5FLEC0128,Vearncombe,Fall,2023,36,39,46,39,44,38,29,33,,29,25,16,ISP100H5
ISUP,Writing for Univer  Beyond ISP100H5FLEC0129,Batacharya,Fall,2023,36,4,48,43,45,4,32,35,,3,24,12,ISP100H5
ISUP,Writing for Univer  Beyond ISP100H5FLEC0131,Kang,Fall,2023,36,4,48,39,39,4,34,34,,31,25,16,ISP100H5
UMPOL,Canadian Politics POL216H5SLEC0101,Pond,Summer,2023,36,44,42,44,46,36,34,4,,38,26,5,POL216H5
HISCL,Adv Top in Religion RLG401H5SLEC0101,Derry,Winter,2023,36,37,43,36,41,4,37,34,,36,15,7,RLG401H5
ENGDR,Acting DRE201H5SLEC0101,Smith,Winter,2023,36,38,42,37,41,38,26,42,,35,73,20,DRE201H5
UMGGR,Spatial Data Science I GGR276H5SLEC0101,Murfitt,Summer,2023,36,37,37,34,39,34,34,34,,36,53,9,GGR276H5
HISCL,History Quebec and French Can HIS342H5SLEC0101,Gettler,Winter,2023,36,39,42,4,39,37,34,35,,32,30,12,HIS342H5
MCS,Intro Probability  Modelling STA107H5SLEC0103,Ataei,Winter,2023,36,36,38,38,37,31,28,35,,3,86,13,STA107H5
MCS,Intro to Mathem Proofs MAT102H5SLEC0103,de Jong,Winter,2023,36,35,34,31,31,28,42,25,,32,104,19,MAT102H5
MCS,Integral Calculus Life Sci MAT134H5SLEC0103,Fuchs,Winter,2023,36,36,36,35,35,3,39,26,,24,121,49,MAT134H5
MCS,Differential Calculus MAT135H5SLEC0103,Khalid,Winter,2023,36,37,4,36,37,34,38,32,,3,114,16,MAT135H5
MCS,Differential Equations I MAT244H5SLEC0101,Allison,Winter,2023,36,4,41,41,42,37,29,38,,33,111,19,MAT244H5
UMPHL,Critical Reasoning PHL239H5SLEC0101,Riggs,Winter,2023,36,37,42,41,43,38,26,36,,29,154,18,PHL239H5
UMMGT,Data Analytics for Management MGT270H5SLEC0102,Wahid,Winter,2023,36,34,36,33,34,27,29,26,,27,37,9,MGT270H5
ICC,Creative NonFiction WRI173H5SLEC0101,Currie,Winter,2023,36,38,42,36,39,36,38,32,,36,31,18,WRI173H5
UMSOC,Crime Prevention and Security SOC316H5SLEC0101,Maurutto,Winter,2023,36,38,44,38,41,39,27,42,,35,55,13,SOC316H5
ENGDR,British Lit in the World II ENG203H5SLEC0101,KoenigWoodyard,Winter,2023,36,38,42,4,39,34,29,32,,28,88,18,ENG203H5
UMSOC,Carceral Femin Rce Gndr State SOC324H5SLEC0101,Flores,Winter,2023,36,34,31,3,3,29,31,29,,29,42,14,SOC324H5
ANTRL,Tech of Crime Scene Invest FSC303H5SLEC0101,Piekny,Winter,2023,36,4,34,39,37,33,28,34,,35,79,25,FSC303H5
UMSOC,The Logic of Social Inquiry SOC221H5SLEC0201,Baker,Winter,2023,36,38,44,37,39,28,39,25,,29,46,11,SOC221H5
UMSOC,Theories in Criminology SOC205H5SLEC0101,Bryan,Winter,2023,36,41,43,4,39,35,35,34,,34,51,11,SOC205H5
CHMPS,Thermodynamics JCP221H5SLEC0101,McMillen,Winter,2023,36,41,43,42,42,37,29,36,,34,196,45,JCP221H5
UMSOC,Sociology of Mental Health SOC318H5SLEC0101,Shah,Winter,2023,36,35,33,33,29,3,39,26,,31,54,8,SOC318H5
ICC,Rhetoric and Media CCT110H5SLEC0101,Peden,Winter,2023,36,37,37,33,35,33,35,33,,34,268,47,CCT110H5
ICC,Rhetoric and Media CCT110H5SLEC0101,Szigeti,Winter,2023,36,37,42,33,35,33,35,33,,34,268,47,CCT110H5
UMPOL,Political Science Internship POL405Y5YLEC0101,Skarlato,Winter,2023,36,42,5,48,44,42,24,42,,38,12,5,POL405Y5
MCS,Probability and Statistics II STA260H5SLEC0103,Aghababaei Jazi,Winter,2023,36,34,34,32,32,31,36,28,,3,97,16,STA260H5
UMPHL,Issues in Philosophy of Law PHL370H5SLEC0101,Sepielli,Winter,2023,36,34,34,43,38,34,29,36,,31,76,8,PHL370H5
UMSOC,Law and Social Theory SOC325H5SLEC0101,Super,Winter,2023,36,36,36,37,38,31,34,29,,3,36,20,SOC325H5
UMECO,Macroeco Theory Policy COM ECO209Y5YLEC0101,Wolthoff,Winter,2023,36,37,39,36,37,32,3,29,,33,118,21,ECO209Y5
UMECO,Macroec Theory  Policy ECO202Y5YLEC0101,Zhao,Winter,2023,36,4,39,36,36,35,34,36,,39,139,17,ECO202Y5
MCS,Intro to Mathem Proofs MAT102H5SLEC9105,Herman,Winter,2021,36,34,45,3,3,31,37,22,,3,56,16,MAT102H5
MCS,Intro Probability  Modelling STA107H5SLEC9101,Rangel Walteros,Winter,2021,36,37,38,38,38,33,3,33,,31,182,30,STA107H5
UMSOC,Intro to Crim  Law  Society SOC109H5SLEC9101,Richer,Winter,2021,36,38,4,35,36,33,32,34,,34,444,119,SOC109H5
UMECO,Interntl Trade Theory ECO364H5SLEC9101,Gagnon,Winter,2021,36,38,37,41,39,37,29,4,,36,120,15,ECO364H5
UMECO,Interntl Trade Theory ECO364H5SLEC9201,Gagnon,Winter,2021,36,35,34,38,38,31,28,37,,34,119,17,ECO364H5
UMPOL,Intro Cdn Enviro Law Policy II JPE252H5SLEC9101,Thorn,Winter,2021,36,4,38,38,38,37,32,35,,32,93,21,JPE252H5
MCS,Cal Lin Alg Commerce MAT133Y5YLEC9101,Hossain,Winter,2021,36,38,44,35,36,32,4,28,,27,130,43,MAT133Y5
UMMGT,Business Finance II MGT232H5SLEC9103,Kirsch,Winter,2021,36,36,42,4,38,37,33,36,,35,74,20,MGT232H5
ICC,Digital Marketing II DEM CCT354H5SLEC9101,Roberts,Winter,2021,36,33,36,35,38,33,31,35,,31,119,21,CCT354H5
UMVIS,Early Medieval Art and Arch FAH215H5SLEC9101,Caskey,Winter,2021,36,4,38,37,37,36,37,34,,35,93,25,FAH215H5
ANTRL,Cult Htge Past in Pres  Ftre ANT300H5SLEC9101,Brand,Winter,2021,36,36,34,34,36,36,33,33,,36,25,8,ANT300H5
MCS,Differential Calculus MAT135H5SLEC9101,Yusun,Winter,2021,36,39,46,37,38,39,33,36,,29,122,20,MAT135H5
ICC,Editing Principles Practice WRI365Y5YLEC9101,Waterman,Winter,2021,36,42,39,39,41,35,39,38,,35,27,24,WRI365Y5
FGI,Equity  Diversity in Educat EDS220H5SLEC9102,Madeira,Winter,2021,36,38,44,42,42,38,26,4,,4,57,19,EDS220H5
UMECO,Microecon Theory  Apps COM ECO204Y5YLEC9201,Yu,Winter,2021,36,39,41,37,37,35,42,33,,32,70,29,ECO204Y5
ENGDR,Modern  Cntmpr Theatre  Dra DRE122H5SLEC9101,Gowans,Winter,2021,36,39,44,4,39,36,29,39,,37,39,18,DRE122H5
UMECO,Macroec Theory  Policy ECO202Y5YLEC9201,Zhao,Winter,2021,36,39,38,38,37,33,34,34,,36,132,23,ECO202Y5
MCS,Linear Algebra I MAT223H5SLEC9104,Rennet,Winter,2021,36,39,39,37,33,32,33,31,,27,115,26,MAT223H5
MCS,Linear Algebra II MAT224H5SLEC9101,Yang,Winter,2021,36,36,41,38,37,31,36,29,,31,58,11,MAT224H5
UMECO,Labour ECO  Market Frictions ECO344H5SLEC9101,Price,Winter,2021,36,38,39,33,34,29,38,28,,3,84,13,ECO344H5
UMPSY,The Science of Wellbeing PSY324H5SLEC9101,Schimmack,Winter,2021,36,38,4,39,38,34,29,37,,36,55,21,PSY324H5
ENGDR,Reading for Creative Writing ENG291H5SLEC9101,Bouvier,Winter,2021,36,36,33,37,37,31,35,33,,34,49,44,ENG291H5
UMMGT,Sp Top in Management MGT416H5SLEC9101,Yung,Winter,2021,36,38,36,38,36,36,36,3,,36,12,5,MGT416H5
ICC,Comm  Tech   Social Change CCT320H5FLEC9101,Dahya,Fall,2020,36,35,38,36,36,34,32,33,,31,53,14,CCT320H5
UMMGT,Business Technology Mgmt MGT371H5FLEC9101,Yung,Fall,2020,36,38,39,4,39,36,35,36,,36,62,26,MGT371H5
MCS,Differential Calculus MAT135H5FLEC9105,Pawliuk,Fall,2020,36,36,42,36,34,32,34,3,,29,119,26,MAT135H5
